Date,User,Tweet,Translated_Tweet
2022-09-09 01:51:53+00:00,subham7667,कई कछ भ बल सवम क शत रख धप कतन ह तज ह समदर सख नह करत good morning everyone _trpathi physicswallah,
2022-09-08 17:33:53+00:00,BhaguModi,physic wallah sir humbly request launch jee main advance batch 11th amp 12th hindi medium pw physicswallah alakhpandey,
2022-09-08 16:50:50+00:00,doNI8NIdo,physicswallah ka kaisa raha neetresult2022,
2022-09-08 16:10:16+00:00,DnaHindi,फजकस वललह क कचग क दरन समपरन वडय दखन वल छतर क वडय आय समन सशल मडय पर हआ वयरल physicswallah coaching viralvideo,
2022-09-08 14:52:35+00:00,100rabhknews247,physicswallah class चल रह थअचनक स सकरन पर य रज जई न बहरय गन सकरन पर बज गय student सट बज कर physic enjoy कर रह ह _journalist,
2022-09-08 14:47:18+00:00,vilupt_,मनरजन भ जरर ह physicswallah,
2022-09-08 13:58:48+00:00,aman_0311,लग कहत ह दरद महबबत म हत ह mohabbat v physic chemistry numericals physicswallah instagram facebook twitter disneyplusday,
2022-09-08 13:33:22+00:00,OyeSunJoy,peeche experiment chal raha physicswallah,
2022-09-08 13:25:50+00:00,Kusumakar_Ratn,video student watching semiporn video coaching class ceo alakh pandey take action 1 billion dollar वल कचग कपन physicswallah म य सब हत दखन आशचरयजनक ह viralvideo,
2022-09-08 12:52:04+00:00,apnlivehindi,physic wallah क कलस म बज रज तन जई न बहरय सशल मडय पर यजरस न लए मज viralvideo physicswallah,
2022-09-08 12:36:06+00:00,Praveen48721871,india 1st rank tanishka yadav ntaneet2022 neetresult2022 physicswallah neetug2022result,
2022-09-08 11:34:15+00:00,PwLucknow,heartiest congratulation nikhil verma scoring 670 neet 2022 best champion physicswallah pw pwlucknow neetresult2022 smosm,
2022-09-08 08:41:48+00:00,lalali_sm,_mutiyaar physicswallah,
2022-09-08 05:07:03+00:00,baasu_2016,good morning brain exercise physic mathematics physicswallah jee neet,
2022-09-07 10:30:14+00:00,sonisatyamorai,physicswallah rock,
2022-09-07 07:08:08+00:00,Unicommerce1,durgesh anand product manager physicswallah would joining u share story leading launch d2c brand introducing new category student lifecycle physicswallah durgesh manages businessstrategy d2c product app newproductdevelopment,
2022-09-07 06:48:50+00:00,ChhalaniRishabh,hello sir able watch lecture arjuna jee 10 desktopi watch 20 lecture 10 also try contact pw team dont get responsewhen start lecture buffer open__wallah physicswallah,
2022-09-06 08:05:01+00:00,ibnoToohir,euler pronounced among pronunciation mystery universe mathematics mathchat physicswallah scienceofreading,
2022-09-06 07:13:31+00:00,abravi1,bleak future edtech company kid go back school short post _mohan byjus edtechindustry eruditus physicswallah qatarinvestmentauthority sovereignwealthfund unacademy vendantu,
2022-09-06 05:58:24+00:00,ShortpostIn,bleak future edtech company kid go back school byjus edtechindustry eruditus physicswallah qatarinvestmentauthority sovereignwealthfund unacademy vendantu,
2022-09-05 19:42:34+00:00,labz_akhari,मशहर हन ह त मसरफ हन सख khansirpatna alakhpandey physicswallah,
2022-09-05 19:09:55+00:00,satyam51745606,koi nhi hamare aapne alakh sir pw family physicswallah kisi celebrity se kam nhi,
2022-09-05 17:22:30+00:00,anuragcoder,happy teacher day teacher specially physicswallah alakh sir sir sachin sir lucky student thankyou much sir teachersday,
2022-09-05 15:14:18+00:00,physics__wallah,pw grand festival 20 live yearlong batch get flat 50 pw saarthi amp explore app pgf physicswallah alakhpanday,
2022-09-05 13:30:32+00:00,prakash12528503,happy teacher day physicswallah alakhpandey sir,
2022-09-05 12:24:57+00:00,prithvi43608095,score 80 class 10th without studying short physicswallah,
2022-09-05 11:59:35+00:00,Pep_Chalk,physic matter pepchalk collegestudents physicswallah physic universe quantum atom nuclear physicsstudent teachphysics,
2022-09-05 09:32:29+00:00,thenawnitkumar,liked youtube अब सबन physic wallahक copy करनstart कर दय short physicswallah,
2022-09-05 09:32:22+00:00,thenawnitkumar,liked youtube alakh sir 12th pas physicswallah ashortaday,
2022-09-05 07:38:05+00:00,RiteshUprety1,teacher work hard u wishing happy teacher day teachersday teachersday2022 physicswallah,
2022-09-05 07:01:22+00:00,IndiacomNews,teacher day 2022 पढन क अनख अदज न इन शकषक क बनय आम स खस पढ खन सर स लकर अलख पड तक क कहन teachersday2022 anandkumar super30 gururahman khansir alakhpandey physicswallah,
2022-09-05 06:08:53+00:00,Monumehta996,happy teacher day physicswallah teachersday teachersday2022 happyteacherday2022 happyteachersday,
2022-09-05 04:59:19+00:00,Moneymakers018,tag youtube teacher thank teachersday youtube teaching facebook post unacademy physicswallah dineshsir pawanwaghacademy thanksyoutube moneymaker,
2022-09-05 04:47:59+00:00,physics__wallah,neet ka result sath milkar celebrate karte hai fill form part celebration neetcelebration neet physicswallah,
2022-09-05 04:01:03+00:00,actsPrateek,happyteachersday2022 happyteachersday शकषक_दवस physicswallah coaching,
2022-09-05 03:33:38+00:00,its_ritikr,happyteachersday focus academic brilliance student also make sure excel domain life perfect teacherwish remarkable teacher day __wallah rajwantsir physicswallah,
2022-09-05 03:30:50+00:00,manoj19870,apparent weight man lift physic physicswallah physicsinstrumentation class11 classnotes class11 cbseresult cbse cbsenotes ncert ncertnotes physicsnotes class11physics,
2022-09-04 20:20:46+00:00,Gautamjaiswal80,गर बरहम गर वषण गर दव महशवर गर सकषत परबरहम तसम शर गरव नम merateacherop physicswallah pw happy teacher day education revolunatory __wallah,
2022-09-04 05:57:55+00:00,Dk_Jaipur7374,alakh sir please pw vidhyapeeth kota ke management par dhyan alakhpandey physicswallah dainikbhaskar,
2022-09-03 09:12:17+00:00,Rohittiwarimi2,math teacher weekend x relax physicswallah mathseducator iitjee2023,
2022-09-03 04:16:31+00:00,manoj19870,impulse nceclass 11 physic chapter5 law motion cbsestudentswantjustice cbse cbseresult cbselenientcopycheching ncert ncert class11 physic physicswallah physicsnotes note classnotes,
2022-09-03 03:25:27+00:00,itslazypiE,physicswallah everywhere neet jee jeemains2022extraattemptforall neetug,
2022-09-03 03:04:19+00:00,GauravBagh3,comment post __wallah physicswallah,
2022-09-03 02:11:34+00:00,SarrafDevansh,hello name devansh sarraf study class 8th age 1314 year old halfyearly exam close want join umang batch cant afford suddenly please give way get thanku physicswallah,
2022-09-02 14:46:47+00:00,PulkitSharma091,reported issue clearly wrote attending class chrome also team gave solution app version use clear backlog today issue got stuckplease fix asap physicswallah,
2022-09-02 07:06:56+00:00,MrDileepSingh,पस क पछ नह learning क पछ भगए पस दडकर आपक पस आएग click alakhpandey physicswallah motivation drvivekbindra dailymotivation fridaymotivation badabusiness,
2022-09-02 06:45:00+00:00,FindSchoolIndia,comment fellow physic science cosmos spacex elonmusk quantum astrophysics math quote sciencetwitter factsmatter physicswallah nasa space sciencememes spacex blackhole studentloanforgiveness studentteacher education,
2022-09-02 06:30:00+00:00,BadaBusinessOff,हर स इसन क नरश नह बलक सखन चहए पस क पछ नह learning क पछ भगए पस दडकर आपक पस आएग click physicswallah teacher learning fridaymorning,
2022-09-02 06:00:01+00:00,DrVivekBindra,हर स इसन क नरश नह बलक सखन चहए पस क पछ नह learning क पछ भगए पस दडकर आपक पस आएग click physicswallah teacher learning fridaymorning,
2022-09-02 05:59:13+00:00,minaketan_bisoi,पस क पछ नह learning क पछ भगए पस दडकर आपक पस आएग click alakhpandey physicswallah motivation drvivekbindra dailymotivation fridaymotivation badabusiness minaketanbusinessconsultant,
2022-09-02 05:42:27+00:00,AbdulKalam_08,पस क पछ नह learning क पछ भगए पस दडकर आपक पस आएग click alakhpandey physicswallah motivation drvivekbindra dailymotivation fridaymotivation badabusiness ibcabdulkalam,
2022-09-02 04:40:35+00:00,IndiacomNews,success story alakh pandey फजकस वल अलख पड क कमई ह अरब हवई चपपल पहन करत ह ऑट क सवर पढ इनक कहन successstoryofalakhpandey physicswallah alakhpandey inspirationalstory,
2022-09-01 22:34:57+00:00,TacoBanana_John,new video sky blue covering electromagnetic wave theory scattering explanation color sky physic physicswallah science space,
2022-09-01 10:36:45+00:00,kavitajaiman9,__wallah mujhe ajj bhi yad vo manzil 10 ka lecture tha jab rajwant si sachin sir aur pankaj sir se pehli bar padhata fir maine lakshay batch liya aur mere 12 95 percentage ayi jee main 928 percentile thanks everything happyteacherday physicswallah alakhsir,
2022-09-01 10:22:08+00:00,physics__wallah,since teacher day coming soon let take moment appreciate effort share u best memory favourite pw teacher comment happyteachersday teachersday physicswallah alakhsir,
2022-09-01 06:20:01+00:00,brics_cci,presenting next speaker mr alakh pandey founder ceo pw physicswallah physicswallah edtech education edtechstartup startup startupindia entrepreneur neet jeemains,
2022-09-01 05:57:43+00:00,DefenseBrats,sabash betabhot badhiya sonu madhursinghphysics sonu fun physicsfacts physicsfun physicsjokes physicswallah majorkalshiclassesallahabad via,
2022-09-01 05:57:04+00:00,CurrentDefense,sabash betabhot badhiya sonu madhursinghphysics sonu fun physicsfacts physicsfun physicsjokes physicswallah majorkalshiclassesallahabad via,
2022-09-01 05:55:11+00:00,IndianDefenseF1,sabash betabhot badhiya sonu madhursinghphysics sonu fun physicsfacts physicsfun physicsjokes physicswallah majorkalshiclassesallahabad via,
2022-09-01 03:29:42+00:00,manoj19870,momentum nceclass 11 physic chapter5 law motion cbsestudentswantjustice cbsenews cbse cbselenientcopycheching ncert cbse class11 physic physicswallah cbsenotes,
2022-08-31 15:11:31+00:00,AnshGupta1034,bts physicswallah pw boycottgang toxic fan army,
2022-08-31 05:17:07+00:00,qarar2117241,w know raising fee tuition made education expensive n people unable study still pw one best plate form physicswallah,
2022-08-31 05:13:02+00:00,RitikVaidyasen,know educational pioneer physicswallah started founder alakh pandey taking private tuition meager salary inr 5000 journey outline alakhs passion business denying inr 75 crore job launching humungous 100 million startup,
2022-08-31 04:38:08+00:00,manoj19870,newton first law motion cbsenews cbse ncert class11 class11physics physic physicswallah note physicsnotes class11physicsnotes cbsenotes,
2022-08-30 16:35:43+00:00,LooseTweeter,soon either marrow open coaching pre medical student aakashbyju amp physicswallah open post graduate coachingjust guessing,
2022-08-30 15:20:26+00:00,rrsirphysics,olddays allenkota kotacoaching ihok rrsir rrsirphysics physicswallah kota lovewithphysics physicslover ratheesir,
2022-08-30 14:42:47+00:00,BeingRajatjaat,look irajat beingrajatjaat slayypoint physicswallah,
2022-08-30 11:43:29+00:00,Money9Gujarati,કટલ શરષઠ છ ઑનલઇન એજયકશન શ છ તન ફયદનકસન onlineeducation onlinelearning onlinecourses classroomlearning byjus eruditus unacademy upgrad vedantu physicswallah,
2022-08-30 06:59:11+00:00,hemundainfo,know physicswallah 101st unicorn startup india,
2022-08-30 06:59:05+00:00,deshdyadav,worst coaching center ever cant contact query toll free number working making money via pr physicswallah worstcoachingcenterphysicswallah,
2022-08-30 06:29:54+00:00,TechSajal,aakash byjus repeater course neet jee amp 12 passed student completely online 9 7 pm conducted every day register jeeadvanced jeemains3rdattemptforall neet neet2022 jeemains physicswallah,
2022-08-30 04:25:47+00:00,rrsirphysics,basic mathematics neet neet neet2023 neet kotacoaching ihok nta physicswallah,
2022-08-30 04:04:21+00:00,Ayush_jhaa28,get addicted physic wallahthere going back physicswallah,
2022-08-30 03:29:20+00:00,manoj19870,law inertia nceclass 11 physic chapter 5 law motion cbse ncert physic cbseclass11 physic physicswallah physicsjobs class11 physicsnotes,
2022-08-30 02:54:49+00:00,drakshay_rana,law physic physicswallah byjus,
2022-08-29 21:38:11+00:00,TechSajal,aakash byjus repeater course neet jee amp 12th passed student student choose select time slot 9 7 pm online test conducted every day register jeemains2022 neetug2022 jeeadvanced2022 aakash physicswallah,
2022-08-29 17:52:28+00:00,suhel_gm,mass unit measurement amount force acting two particle functional amount infinite force determined mass mass nothing physicswallah edutwitter education vmas kherson lisa,
2022-08-29 13:29:13+00:00,Muhamma55785451,visit youtube channel physicswallah physics12 physic physics9th trending viralvideo,
2022-08-29 11:53:05+00:00,AsianaTimes,edtech unicorn physicswallah launch new offering read full article edtech physicswallah startup,
2022-08-28 11:03:56+00:00,UJWALTHAKUR20,youtube channel bycott mahats yt alakhsir physicswallah,
2022-08-28 06:02:09+00:00,Moneymakers018,_founder sir nothing inspiration physicswallah alakhpandey alakhpandeyphysicswallah,
2022-08-27 15:14:11+00:00,hamarizubani,physic wallah क कहन हमर जबन l story entrepreneur physicswallah storytelling youtube,
2022-08-27 07:20:09+00:00,physics__wallah,explored pw library yet tell u comment explore successkilibrary taiyaarijeetki physicswallah alakhpanday,
2022-08-27 03:14:07+00:00,Kiran_Tupe_engg,magic chemistry liquid methene physicswallah _tupe_ iitbombay,
2022-08-26 18:52:42+00:00,mohdumar724,physicswallah unicorn startup startup,
2022-08-26 06:41:15+00:00,ashish__2002j,want one attemp nta physicswallah pwappealnta jeemains2022extraattempt jeemains2022 jeemains2022extraattemptforall jeestudentswantjustice 3rdattemt,
2022-08-26 06:27:58+00:00,FindSchoolIndia,follow amazing amp educational post amp reel physique math studentdebt student studytwt school math physicswallah studytwtph nasa isro spacex fridaymorning india findschool,
2022-08-25 08:51:06+00:00,Shiny56159872,hie guy planned post one short atlest everyday start look like please share subscribe channel neet2022 neetug2022 neetug2023 physicswallah mindmaps biology,
2022-08-24 22:04:30+00:00,__varaad,_eth im currently 12th preparing jee main advance 2023was previously preparing mhtcet ur video diverged mind jeemainsi purchased physicswallah subscription inmay 2022will u please share imp topic 11th need cover,
2022-08-24 18:34:12+00:00,SouptikPatra03,jeemainsthirdattemptforall dg_nta physicswallah jeeaspirantsfuturematters jeestudentswantjustice seems certain probability get relief fresh news sumprem court may get another chance write main 28augas mentioned websit,
2022-08-24 17:12:40+00:00,FunnyJo83048962,__wallah sir report krne pe bhi kuch nhi hota sir __wallah physicswallah,
2022-08-24 16:00:26+00:00,imbabuchak,physicswallah teach gujarati language worldgujaratilanguageday,
2022-08-24 11:42:03+00:00,mdzaidkhan449,im happy share im starting new phase life pw physicswallah area manager thanks pw onboarding hr team smooth interview onboarding hr pw physicswallah,
2022-08-24 11:15:00+00:00,PoleWords,anna mani google celebrates 104th birth anniversary indian physicist meteorologist indiaat75 physicswallah space physic google trending anniversary india goodnews trendingnews annamani annamalaiuniversity,
2022-08-24 10:17:23+00:00,kasesesfinests,study time waste time relativity xavier physic physicswallah sciencejokes time,
2022-08-24 09:49:47+00:00,katharsis_wings,physicswallah man someone beat child bleed swell careful man child abuser parent beware,
2022-08-24 05:44:58+00:00,officialnazimm,arre show love bts eat chhipkali btsfaneatchipkali btsfaneatchipkali btsfaneatchipkali btsfaneatchipkali btsfaneatchipkali btsfaneatchipkali btsfaneatchipkali bts physicswallah,
2022-08-24 01:28:03+00:00,ansumancasm,physicswallah ka daar,
2022-08-23 17:06:55+00:00,PrakashBhanus19,full party mood physicswallah,
2022-08-23 15:54:03+00:00,WilliamAro20,__wallah physicswallah please assign serial number slide corner slide helpful u read note systematically also helpul live class thank,
2022-08-23 10:57:46+00:00,anyone9010,famemma15 indiaat75 physicswallah,
2022-08-23 09:07:28+00:00,kanpsd,ek aur biral vedio trend ki shuruaat physicswallah,
2022-08-23 05:51:11+00:00,KartikS00929752,अगर तमहर bahut bada breakup हआ ह short alakhpandey pw physicswallah pw_shorts short,
2022-08-23 05:51:10+00:00,KartikS00929752,startup कय करन ह short alakhpandey pw physicswallah pw_shorts short,
2022-08-23 05:24:44+00:00,Abhijeetsai1,physicswallah fan basestudents base kinda evolving toxic stan base acting like never laugh teacher respect teacher mean salty,
2022-08-23 03:36:11+00:00,KartikS00929752,attitude wali shayari short physicswallah pw_shorts alakh sir pyaar mohabbat wali shayari short,
2022-08-23 03:36:10+00:00,KartikS00929752,breakup shayari short physicswallah pw_shorts alakh sir break short,
2022-08-22 17:04:57+00:00,bangtannheartt,good see people standing physicswallah teacher noticed two month prior nobody batted eye could cancelled tha msm sir right made vulgar xenophobic comment threatened harm child awful see teacher,
2022-08-22 15:34:23+00:00,White_Lotus10,ldka im different exoone physicswallah vidyapeeth kota rajsthan medic,
2022-08-22 14:52:29+00:00,HarshOp25808797,indvszim another way make guru physic wallah proud physicswallah,
2022-08-22 13:05:45+00:00,roy_mikasa,physicswallah,
2022-08-22 12:10:46+00:00,prepclubedu,learn news thing everyday start unacademy physicswallah edtech educationcompetition onlinelearning scienceteacher edtechteachers edtechchat edtechteacher edtechteam makeeducationfun,
2022-08-22 11:05:34+00:00,searcharoundweb,physicswallah acquisition எடடக யனகரன பசகஸ வல வஙகய மதல நறவனம detail searcharoundweb startup physicswallah unicorn,
2022-08-22 11:00:21+00:00,mdAlish01309888,matter job tell story physicswallah,
2022-08-22 10:05:08+00:00,wtf__ammu,rabba nai tuj ko bna nai mai kr di thodi si exception ki gustaakhiya physicswallah chemistry,
2022-08-22 07:25:31+00:00,bolomohit,awaaj uthani banta hai physicswallah physicswallahbts bts btsarmy bts_dynamite hrithikroshan houseofthedragon imrankhan deepikapadukone jailer boycottbollywood paytm bjpdrugdealers i_quit_bjp,
2022-08-22 03:31:20+00:00,KartikS00929752,khud par bharosa kar liya maine short physicswallah pw_shorts sachin sir attitude shayari short,
2022-08-22 03:31:19+00:00,KartikS00929752,homework त अचछ बचच करत ह और हमर शकल त अचछ ह नह sigma rule short physicswallah short,
2022-08-22 03:31:19+00:00,KartikS00929752,इसस कछ नह हन वल ह tumhara short physicswallah pw_shorts pankaj sir sigma rule short,
2022-08-22 03:31:18+00:00,KartikS00929752,manzil kab मलग short physicswallah pw_shorts pankaj sir shayari short,
2022-08-22 03:31:17+00:00,KartikS00929752,kota ke student kaise padhe hai short physicswallah pw_shorts study motivation short,
2022-08-22 03:31:16+00:00,KartikS00929752,important time समझ इस बत क short physicswallah pw_shorts motivation study short,
2022-08-21 16:54:44+00:00,RomaMazumder2,call choosing career choice loved dedication physicswallah indianwoman,
2022-08-21 13:29:02+00:00,HarshOp25808797,video make guru everything physic wallah proud physicswallah,
2022-08-21 13:09:12+00:00,KartikS00929752,सघरस ऐस कर क पर dunya मसल द short physicswallah pw_shorts msm sir short,
2022-08-21 13:09:12+00:00,KartikS00929752,virat kohli v dhoni kya बन short physicswallah pw_shorts amit sir short,
2022-08-21 13:09:11+00:00,KartikS00929752,महनत कभ waste नह जत short physicswallah pw_shorts rajwant sir short,
2022-08-21 13:09:10+00:00,KartikS00929752,खमशय बलन लग त बवल ह गय short physicswallah pw_shorts pankaj sir shayari short,
2022-08-21 08:29:14+00:00,KartikS00929752,व एक दन salaam करग आपक short physicswallah pw_shorts sachin sir short,
2022-08-21 08:29:14+00:00,KartikS00929752,train mind see good every situation short physicswallah pw_shorts msm sir short,
2022-08-21 08:29:13+00:00,KartikS00929752,tumse jee ke question kyu nahi bante short physicswallah pw_shorts rajwant sir short,
2022-08-21 08:29:12+00:00,KartikS00929752,kya khoob kaha hai short physicswallah pw_shorts short,
2022-08-21 08:29:12+00:00,KartikS00929752,mera बचच doctor ह short physicswallah pw_shorts samapti mam short,
2022-08-21 08:29:11+00:00,KartikS00929752,apne parent ko jaroor dikhaye short physicswallah pw_shorts mr sir short,
2022-08-21 08:29:10+00:00,KartikS00929752,iit jee kaise crack kare short physicswallah pw_shorts sachin sir short,
2022-08-21 08:29:10+00:00,KartikS00929752,saal mai sabkuch sacrifice karunga aur sirf padhai karunga short physicswallah pw_shorts short,
2022-08-21 08:29:09+00:00,KartikS00929752,ab meri baari hai short physicswallah pw_shorts short,
2022-08-21 07:43:37+00:00,clownofbangtan_,physicswallah physicswallahapologies respectbts giverespecttakerespect,
2022-08-21 06:13:13+00:00,KartikS00929752,महनत कर और इतहस बदल द short physicswallah pw_shorts amitabh sharma sir short,
2022-08-21 06:13:12+00:00,KartikS00929752,hardwork beat talent talent doesnt work hard short physicswallah msm sir short,
2022-08-21 06:13:11+00:00,KartikS00929752,jo tune socha hai wo sach hoga short physicswallah sachin sir shayari pw_shorts short,
2022-08-21 06:13:11+00:00,KartikS00929752,इसन ज हरत ह व अपन दमग स हरत ह short physicswallah pw_shorts short,
2022-08-21 06:13:10+00:00,KartikS00929752,महनत सह समय पर करन स success मलत ह short physicswallah pw_shorts sarvesh sir short,
2022-08-20 17:54:59+00:00,adeelshaukat007,physic teacher tell charm quark bcz 4 day discover officially physic physicswallah physics2022,
2022-08-20 15:34:40+00:00,KANHESHWAR0029,nowadays ever taking coaching kam koi na allen physicswallah unacademy,
2022-08-20 13:23:55+00:00,moneycontrolcom,india newest edtech unicorn __wallah expects fy23 revenue top r 1200 crore company continues witness high demand course read amp physicswallah,
2022-08-20 12:11:13+00:00,BMMagazineindia,founder newly turned unicorn lead physicswallah received inr lakh respectively gross salary,
2022-08-20 11:08:41+00:00,1Rohansaha,business like talk burning fund physicswallah bringing money unicorn startupindia,
2022-08-20 10:45:00+00:00,NEWJplus,दखए कस तरह बटएस पर टपणण करन इस टचर क पढ महग क वडय बनकर मगन पड मफ aajnewjdekhakya btskpop physicswallah,
2022-08-20 09:56:00+00:00,spaceAastha,_nta 2min ki video bnane kya insaaf mil jayega abe ground p aana hota h aise twitter kr k utube p achha bn k kuch nhi milta h unaccmdmy physicswallah etc ye sb business company h bacho k sth sirf khelna jante h good nothing,
2022-08-20 09:32:36+00:00,divyanshu8903,physicswallah increasing competition level jee neet exponentially physicswallah __wallah,
2022-08-20 08:11:31+00:00,its_upssss,theoretical saturday physicswallah student student exam neet neetug22 jeemainsthirdattemptforall jeemain2022 studytwt study neetug22phase2,
2022-08-20 07:30:10+00:00,TechStoryin,physicswallah edtechunicorn purchase edtechstartup freeco clear doubt edtech startup startupnews education tech news,
2022-08-20 05:38:10+00:00,kanad_gautam,think bts toxic fan base bts physicswallah,
2022-08-20 05:34:22+00:00,eduracle,physic funny follow part community meme meme physic physicswallah physicsmemes jeemain jeemains jee jeeadvanced iitguwahati iitdelhi iitkharagpur iitbombay iitkanpur iitroorkee iitmadras,
2022-08-20 05:30:56+00:00,physics__wallah,azadi azadi azadi dont miss onceayear offer pw get 45 batch study material test series apne kara kya avail explore app right away physicswallah,
2022-08-20 02:08:45+00:00,PenEraser4,jeemainsthirdattemptforall physicswallah pwhelpkro,
2022-08-20 00:27:55+00:00,sheelganvir,student mistake justiceforteacher physicswallah,
2022-08-19 19:19:04+00:00,MayyyurK,aab teacher student ko डट भ नह saktii aarag डट troller aapke pichay padegay ह भगवन बदध द सबक physicswallah,
2022-08-19 16:58:11+00:00,gouravsharmadeo,instead vedantu byjus apnikaksha physicswallah etc thetrekmen suggest bbjuniourapp cost effective qualitative explore,
2022-08-19 16:26:30+00:00,ayushigeorge31,hello connection today remark first day rajasthan digifest gracious presence prominent entrepreneur like physicswallah amitkumar elvishyadav along friend bhawin ameta priyanshu saini attended,
2022-08-19 16:05:04+00:00,RajMeen74983278,meet gdfest digifest digifest2022 rajmeenaofficial rajmeena raj_meena_official physicswallah tag raj meena official raj meena dg fest 2022 digi fest 2022digi fest jaipur meet physic wallah alakh pandaypw alakh panday raj meena amp pw,
2022-08-19 15:47:50+00:00,PwLucknow,orientation day pw vidyapeeth lucknow pwvidyapeethluckow physicswallah pwluckow pwoffline,
2022-08-19 15:12:05+00:00,caffeiNish,5 reason new unicorn physicswallah acquired edtech startup freeco edtech physicswallah freeco startup unicorn,
2022-08-19 13:49:52+00:00,Sankhadeepdas__,enrolled free commerce course physicswallah app,
2022-08-19 13:04:43+00:00,G0d_Masterpiece,support physicswallah teacher teach u youtube charging money research work hard u one spam comment middle class actually heshe disturbing class student also teacher didnt invite amp,
2022-08-19 12:11:27+00:00,mid_day,middayentertainment viral video indian teacher apologises student bts army backlash comment kpop group btsarmy physicswallah btsarmy physicswallahviralvideo indianbtsarmy,
2022-08-19 11:43:43+00:00,techgalena,acquisition enable physicswallah strengthen existing service amp enhance learning experience fr student edtech unicorn nt disclose financial contour deal freeco doubtsolving amp resource management startup d8 caters b2b amp b2c client,
2022-08-19 11:17:04+00:00,short_and_signi,alakh pandeys pw physicswallah acquires edtech startup freeco physicswallah alakhpandey,
2022-08-19 10:43:22+00:00,moneycontrolcom,india newest edtech unicorn __wallah expects fy23 revenue top r 1200 crore company continues witness high demand course read amp physicswallah alakhpandey,
2022-08-19 08:47:35+00:00,physics__wallah,fear pw saarthi instant doubtsolving time want pw saarthi hai padhai ka ultimate saathi aaj hi miss call dein 1141190919 par aur mile apne saarthi se explore physicswallah pwsaarthi,
2022-08-19 05:32:30+00:00,vgupta242004,please help u sir know always u physicswallah namokaul jeemains2022extraattempt,
2022-08-19 05:21:42+00:00,PwLucknow,कषण जनमषटम क ढर सर बधई pwvidyapeethluckow pwluckow pw physicswallah krishnajanmashtami,
2022-08-19 03:57:54+00:00,banik_adrish,day big edtechs india college surely revolutionise experience college make skilled work force unacademy byjus physicswallah vedantu,
2022-08-19 02:31:54+00:00,RohanSahare28,jeemains2022thirdattemptforall ever teacher silent posted one video scam done ba ho gaya ab 12 ko chhor kar saare chup chap baithe hai kota chal raha hai na ba badhiya even including physicswallah ntascam jeemainsthirdattemptforall,
2022-08-18 15:22:19+00:00,AlleBhargavi,sir feel depressed sir need come forward help u future danger nta jeemains2022 physicswallah neetug2022,
2022-08-18 14:27:23+00:00,Wintrysnowbear,physicswallah okay question related bts case galti dono ki thistudent teacher teacher ne galti ki unhone feel krke ya forcefully however sorry bol dia,
2022-08-18 13:48:24+00:00,SabnamDas3,let make 100k pwians student show gawars value education physicswallah banslayypoint unacademy byjus vedantu,
2022-08-18 13:41:07+00:00,blahmanish,easy attend class 10 hour iske liye tumhare pas jigar hona chaiye mrstar physicswallah,
2022-08-18 13:05:56+00:00,MoneycontrolH,physic wallah आठव स tuition पढन शर कय physicswallah alakhpandey unicorn edtech entrepreneur interview moneycontrol,
2022-08-18 12:30:30+00:00,vatanmalik45,__wallah sir vidyapeeth wale bacho ko bhi praya batch dedo plese free main request possible plese enrolled dropper batch vidyapeethphysicswallah alakhpandey,
2022-08-18 11:43:47+00:00,RAHULYA07379490,तमह खद त कछ आत नह दसर क भ सखन नह दग एक टचर क मजक बनव ल बस कछ भ view क लए physicswallah,
2022-08-18 11:36:36+00:00,EmkiRapper,aaj maine kisi ke sunna ki ki coaching fee itnii jada hai ki garib kyaa hi karegaa ab physicswallah please give discount like70 poor person sir,
2022-08-18 11:31:25+00:00,its_upssss,said army girl cool na bts physicswallah,
2022-08-18 11:21:29+00:00,TIMOFFICIAL94,physicswallah disclose financial contour deal visit website daily news update tim theinternationalmagazine physicswallah learningapp tech freeco,
2022-08-18 10:54:59+00:00,its_upssss,thing familiar every backbencherwe recieve scoldingsbut teacher teach usclear doubtsmake live class funnyconsole u instagram amp wish u besttalking pwsir clearly saidi take word backbts physicswallah,
2022-08-18 10:49:33+00:00,its_upssss,isnt objectifying teacher say live classldka hota thisbecomes objectifyinga teacher job scolding studentevery teacher scold every student every irrelevant topic pwincase u dont know boy girlbts physicswallah,
2022-08-18 08:10:21+00:00,RohanSahare28,jeemains2022thirdattemptforall everyone asleep today one supporting jeestudentswantjustice ntascam ntajawabdo jeemains2022thirdattempt neetugsecondattempt jeemains2022 jee _nta physicswallah,
2022-08-18 06:52:25+00:00,thetechportalhn,ऑनलइन लरनग पलटफरम pw physicswallah न कय एडटक सटरटअप freeco क अधगरहण acquistion edtech india unicorn startupnews startup freeco pw physicswallah alakhpandey breakingnews,
2022-08-18 06:39:46+00:00,TheStartupGuyyt,physicswallah acquires edtech startup freeco enhance learning solution physicswallah update onstorm,
2022-08-18 06:30:09+00:00,Inc42,physicswallah august 17 announced acquisition another edtech startup freeco acquisition startup startupecosystem,
2022-08-18 06:25:10+00:00,indstartupnews,alakh pandeyled physicswallah acquihired doubtsolving startup freeco enhance existing service provide better learning experience student physicswallah edtech onlinelearning,
2022-08-18 05:44:13+00:00,AMMARbinAHSAN,physic ammarbinahsan physicswallah contribution ibnalhaitham,
