,Date,User,Tweet
2542,2022-10-15 18:12:38+00:00,studentforindia,@physics__wallah @physics__wallah @PhysicswallahAP  We are always with you and with those who want to make India Great. #jaihind #physicswallah #studentsocietyindia #UPSC #UPSC2022
2543,2022-10-15 17:01:55+00:00,mr_rphysics,"Do you know? 
#physicist #physicalscience #physics #physicswallah https://t.co/DZ340tYNzA"
2544,2022-10-15 15:50:19+00:00,physics__wallah,"UPSC Wallah ko ROKNE ki Koshish 😡 !!

#physicswallah #upscwallah https://t.co/49SIGidDgD"
2545,2022-10-15 13:09:54+00:00,XxeHacker0x1,"The course of C++ language has started from October 14th.This course is from #PhysicsWallah team for free of cost. Do visit ❗

https://t.co/tcKQEeW3RQ

#pw #alakhpandey #cpluslus #freecourse #placementfree #Physicswallah #alakhsir #collegewallah #YouTube #pwskills"
2546,2022-10-15 10:17:30+00:00,engineers_hub,"https://t.co/uQ8OYsGbWV
Never Doubt Yourself | Negi Sir | Gate Wallah

#Thermodynamics #Mechanical_Engineering #GATE_WALLAH #PhysicsWallah #Mechanical_EngineeringGATE #GATE #Engineering #Mechanical #GATE2023"
2547,2022-10-15 08:09:37+00:00,nawazkhan00078,@physics__wallah This Man is born to change the Education System of India. #alakhsir #physicswallah
2548,2022-10-14 22:24:06+00:00,AhmadFa02101345,Comprehensive detailed Lecture on Continuous X-Rays #nanotechnology #nano #nanomachine #nanocad #Physics #PhysicsWallah #physicaleducation #physic #chemistry  https://t.co/bE6GUN6im7
2549,2022-10-14 10:52:23+00:00,amitpatel80722,"Gender ka victim card khel leta hu Inn first second year walo ko kya hi pta chalega, because baapu kaha krte the ""koi dhanda chota nai hota""
 
Apn* cllg powered by laxmi chit fund

@AmanDhattarwal @Shradhadidi @striver_79
#scam2022 #DSA #edtech
#PhysicsWallah #sde"
2550,2022-10-14 10:46:52+00:00,foundertalkspro,"Physics Wallah has acquired PrepOnline, an online learning platform for NEET, and Altis Vortex, a publisher of exam preparation books

https://t.co/kEud6UiVkc

#FounderTalks #education #onlinelearning #edtech #PhysicsWallah #acquisition #PrepOnline #AltisVortex #NEET https://t.co/Xgxbv7SCEV"
2551,2022-10-14 08:49:26+00:00,zone_neuz,"PhysicsWallah acquires edtech startups PrepOnline and Altis Vortex

#physicswallah #physicswallahliveclasses
#physicswallahmotivation
#physicswallahalakhpandey
#alakhpandey  #alakhpandeyphysicswallah #alakhpandeysir #alakhpandeymotivation #alakhpandeysir #books #teacher #exam https://t.co/Lrms9cdJQX"
2552,2022-10-14 06:43:48+00:00,MoneycontrolH,"#PhysicsWallah - अब सरकारी नौकरी के लिए भी कोचिंग देगी Physics Wallah, जानिए अखिल पांडे का पूरा प्लान 

@PhysicswallahAP 

#startup #coaching #exampreprations #governmentjobs #UPSC #business #LatestNews #moneycontrol
https://t.co/QQhpV2nyyZ"
2553,2022-10-14 05:25:47+00:00,insightssuccess,"PW announces two major acquisitions, onboards PrepOnline and Altis Vortex, to foray into government job prep, print book

Read More: https://t.co/qDPoqmR904

#pw #physicswallah #edtech #onlinelearning #PrepOnline #Altis #altisvortex #governmentjobprep #onlinelearningplatform https://t.co/rqBZF5Y5pU"
2554,2022-10-14 04:29:08+00:00,sanvai,"#EdTech on a churn. Acquisition and sale galore! #Disruption 
#PhysicsWallah makes two acquisitions https://t.co/IRUBWdqsbm via @vccircle"
2555,2022-10-14 03:16:42+00:00,ZeeBusiness,"Edtech unicorn #PhysicsWallah announces acquisition of #PrepOnline and book publisher #AltisVortex for an undisclosed amount in a mix of cash and #stockdeal

https://t.co/hpdWBwPECj"
2556,2022-10-13 21:43:00+00:00,masterwoodchip,"New short video showing the first stage of turning a black hole sculpture 
https://t.co/ekXpVoMBHI

#art #sculpture #wood #astronomy #PhysicsWallah https://t.co/yg865IelYy"
2557,2022-10-13 17:31:10+00:00,BuzzInshort,"⚡7 - PhysicsWallah makes two acquisitions
 #PhysicsWallah #PrepOnline #AltisVortex #Noida  
 https://t.co/IqMLQybbP3"
2558,2022-10-13 16:02:10+00:00,MihirGu26930787,Gem of #pw rajwant sir #PhysicsWallah
2559,2022-10-13 15:45:27+00:00,mr_rphysics,Comment your answer #PhysicsWallah #physics #researchfellow https://t.co/srhEx8stRS
2560,2022-10-13 14:29:22+00:00,RajanSinghOfc,"Physicallwallah will script the biggest downfall in history of ed-tech sector.
#PhysicsWallah"
2561,2022-10-13 14:02:01+00:00,moneycontrolcom,"India’s newest edtech unicorn @physics__wallah has made forays into book publishing and government job preparation segments by buying two new startups.

Here's more details about these startups ⏬
https://t.co/OfGsCDOvwH

#PhysicsWallah #Edtech #Startups"
2562,2022-10-13 12:28:09+00:00,thetechportalhn,"PhysicsWallah (PW) ने किया PrepOnline और Altis Vortex का अधिग्रहण

@PhysicswallahAP #acquisition #physicswallah #PW #preponline #altisvortex #edtech #education #startup #statupnews #breakingnews  
https://t.co/k7BNl0UGhO"
2563,2022-10-13 12:16:24+00:00,YourStory_Hindi,"अब सरकारी परीक्षाओं की भी तैयारी कराएगा Physics Wallah, दो कंपनियों का अधिग्रहण किया
@PhysicswallahAP @physics__wallah @Vishal_Jswl23
#PhysicsWallah #GovernmentJobs #GovernmentExam #UPSC #AlakhPandey
https://t.co/gTfH9yjesF"
2564,2022-10-13 11:35:34+00:00,CNBCTV18News,"#PhysicsWallah makes two new acquisitions
https://t.co/YjoA1E1TT3"
2565,2022-10-13 11:31:41+00:00,BuzzInshort,"⚡10 - PhysicsWallah enters govt job prep, print books space with two bets
 #PhysicsW #allah #Edtech #PhysicsWallah  
 https://t.co/FbLlbGnN8Y"
2566,2022-10-13 07:00:07+00:00,ROHITMANFANPAGE,"Rohit man ✨⭐😍🥰🤗 Tere khatir hai toda !!.....
@ImRo45
.
.
.
Fallow for more updates:-
@_ro.hitmanfan_45

Tags :-
#rohitmansharma #rohitmansharma45 #rohitsharma45 
#rohika #pw #pullshot #offdrive #hitman #sachinsirpw #physicswallah #pwsachinsir #cricketfans https://t.co/A3bd627Epb"
2567,2022-10-13 06:34:09+00:00,engineers_hub,"https://t.co/hGqgDZgwBl
Today 13/10 GATE- 2023 Schedule
📢Let's meet Today LIVE at 6:30 pm

#Thermodynamics #Mechanical_Engineering #GATE_WALLAH #PhysicsWallah #Mechanical_EngineeringGATE #GATE #Engineering #Mechanical #GATE2023 https://t.co/VwJzpwYc2i"
2568,2022-10-13 06:04:00+00:00,AastikUdenia,"And the Story Continues!!

In another round of #layoffs BYJUS would be firing around 5% of it’s workforce ie around 2500 employees.
And the free fall continues!!

 #funding #edtech #unicorn #byjus #vedantu #Physicswallah #Allen #Aakash

https://t.co/vq1IZ9K1UV"
2569,2022-10-13 05:36:18+00:00,ETBrandEquity,"The acquisitions have come at a time when #PhysicsWallah is eyeing new acquihires this year, as it looks to expand geographically, strengthen its leadership team and foray into newer test preparation categories.

#edtechnews #EdTech #onlineprep 

https://t.co/YTXrjx0y5l"
2570,2022-10-13 04:06:13+00:00,saketinstitute_,"Strive for progress, not PERFECTION

#saketinstitute #neetphysics #motivativationalquotes #neetpg2022counselling #inspirationalquotes #caption #physicswallah https://t.co/4xpWzdFxN0"
2571,2022-10-13 02:07:07+00:00,dellyranksindia,"Physics Wallah makes two new acquisitions #20million #altisvortex #physicswallah #preponline #testpreparationcategories https://t.co/ss4sZPGzuK
https://t.co/7aUU3rU4Vx"
2572,2022-10-12 16:47:17+00:00,devakant_mishra,"When will the Business Analyst course come, what will be the fees and also get the certificate ?
#physicswallah #alakhpandey

@PhysicswallahAP 
@physics__wallah"
2573,2022-10-12 10:41:04+00:00,N0T_Depressed_,😂Is this accurate? #college #Students #teacher #haramibacche #FilmyBowl #movies #RealityCheck #CollegeFreak #collegestudents #collegefreaks #studentlife #Sarcasm #collegelife  #PhysicsWallah  @PhysicswallahAP @vedantu_learn @BYJUS https://t.co/IqYmUAVrtE
2574,2022-10-12 09:33:00+00:00,lawyersanjeev,"@PhysicswallahAP  Alakh Sir, pls. also launch Law Wallah or Judiciary Wallah for thousands of judiciary aspirants like me to get quality content for preparation at affordable price. #PhysicsWallah"
2575,2022-10-12 07:12:48+00:00,Physics0314,"Science Experiment at Home 🏡
@CarryMinati 
@Metrotesting123 
@AlbertEinstein 
@elonmusk @NASA @NASAEarth @ABC 
#PhysicsWallah #physics https://t.co/JWycjNWfSK"
2576,2022-10-12 04:42:03+00:00,MayankThinks,"Was waiting for this for so long.....finally the revolution has began to create a great impact in the Software Industry with PW (PhysicsWallah), Vishwa Mohan sir
.
.
.
#software #physicswallah #coding #inovation https://t.co/YjtVLr7zrn"
2577,2022-10-11 16:59:56+00:00,ankitkrsahuji,"This is the IIT Coaching i need 😌
#IIT #PhysicsWallah  #NetflixTUDUM https://t.co/ssAeJN01Qr"
2578,2022-10-11 12:37:29+00:00,MihirAg09637163,"It's a request to everyone (specially CA/CS/CMA students) to watch this video and demand for a sorry from @PhysicswallahAP teacher.
#PhysicsWallah https://t.co/Sgwh0Pf50v"
2579,2022-10-11 09:42:56+00:00,kanchan_keshari,Everyone knows about #physicswallah and his #teaching method. I think he is the #bestteacher ever. He created a new benchmark regarding the #unicorns in education. https://t.co/cYMrtMC6bB
2580,2022-10-11 07:11:46+00:00,AabeddShaikh,How to cover backlogs?! #PhysicsWallah @physics__wallah
2581,2022-10-11 06:07:56+00:00,saketinstitute_,"A negative mind will never give you a positive life.

#saketinstitute #MotivationalQuotes #inspirationalcaption #neetphysics2023 #NEETPG2022 #NEETPG #NEETUG2023 #neetug22 #neetresult2022 #Physics #PhysicsWallah https://t.co/WovDvmCiC3"
2582,2022-10-11 04:58:05+00:00,engineers_hub,"https://t.co/C7FdliT76L
Today 11/10 GATE- 2023 Schedule
📢Let's meet Today LIVE at 6:30 pm

#Thermodynamics #Mechanical_Engineering #GATE_WALLAH #PhysicsWallah #Mechanical_EngineeringGATE #GATE #Engineering #Mechanical #GATE2023"
2583,2022-10-11 03:18:06+00:00,Deepakp28876189,"What makes the difference between  Apni kaksha and physicswallah
#apnacollege #physicswallah #Edtech"
2584,2022-10-10 10:50:32+00:00,mr_rphysics,#physicalscience #physics #PhysicsWallah @MaheshT63751413 https://t.co/zKa8bEeShl
2585,2022-10-10 09:26:43+00:00,saketinstitute_,"Circular Motion 1, Physics Class 
https://t.co/dW2FjZ6kO1

#saketinstitute #neetphysics #circularmotion #motiondesign #Physics #PhysicsWallah #saketkumarsingh #neetpg2023 #NEETPG #NEET #neetresult2022 #neetresult #neetresult2022 https://t.co/zf1OssKeaH"
2586,2022-10-10 09:07:29+00:00,Singlejivi,"Sir vo doubt tha kinetic theoram m??

Sir : chup bsdk pehle ek horror story sun
#PhysicsWallah https://t.co/kwqTIwYOJV"
2587,2022-10-10 06:56:50+00:00,MAshrafhabib,"This was not expected from a well qualified teacher. We, students see u as in inspiration. If a mentor thinks like this than he is giving a negative impact on his students.
@PhysicswallahAP
#physicswallah #commerce #education https://t.co/xctu8w1yaB"
2588,2022-10-10 06:15:29+00:00,engineers_hub,"https://t.co/3pVvkY1gvl
Today 10/10 GATE- 2023 Schedule
📢Let's meet Today LIVE at 6:30 pm

#Thermodynamics #Mechanical_Engineering #GATE_WALLAH #PhysicsWallah #Mechanical_EngineeringGATE #GATE #Engineering #Mechanical #GATE2023 https://t.co/CnVM1mFnm8"
2589,2022-10-10 05:23:30+00:00,engineers_hub,"📢Starting Today
Hello ❤️#GWsoldiers ,
PRAKARAM &amp; SHRESTHA WEEKDAYS BATCH are starting from TODAY 10th October @7.00 pm with STRENGTH OF MATERIALS
Hurry up!
Enroll Now

For any query contact
0891-6664766
#Mechanical_Engineering #GATE_WALLAH #PhysicsWallah #Mechanical_Engineering https://t.co/B90d6Vs4fz"
2590,2022-10-10 03:38:06+00:00,SahirRafiq1,@rathermehnaaz #physicswallah
2591,2022-10-10 03:31:07+00:00,Shoppingupdater,"answer in comment box...!!!#physicswallah #neet https://t.co/yCqehqfbHT

answer in comment box...!!!#physicswallah #neet

https://t.co/9cKHptoNAg
October 10, 2022 at 09:00AM shortnotesforneet"
2592,2022-10-09 22:31:02+00:00,Shoppingupdater,"Smart short notes of mole❤️ #yakeen2.0 2023 #sarveshdixit sir #pw #physicswallah #neet #neet2022 https://t.co/JbbqTjEwgv

Smart short notes of mole❤️ #yakeen2.0 2023 #sarveshdixit sir #pw #physicswallah #neet #neet2022

https://t.co/IUuM1KDVd6
October 10, 2022 at 04:00AM short…"
2593,2022-10-09 13:45:38+00:00,Vijay_ku_nirala,"#khansir 
#physicsWallah 
#MotivationalQuotes https://t.co/X6Bb35odHO"
2594,2022-10-09 06:55:47+00:00,Umehani171819,"https://t.co/G4FHFeoPDh

#potentialenergy #physics #kineticenergy #class9  #physicswallah #sindhtextbook #YouTubeShorts #derivation"
2595,2022-10-09 06:24:54+00:00,DhrubaB61041638,"Why BYJU is failing?? PW vs BYJU 🔥
#byju  #physicswallah  #Videos  #business #India  @alakhpandey70  @BYJUS  #SocialMedia  @BeerBicepsGuy https://t.co/bve5wb9eNR"
2596,2022-10-08 14:54:58+00:00,UmeshPatil00,"I am your ex-student sir and desperately waiting for ""MBA-wallah""channel.

Please announce sir, we are waiting.... 

@PhysicswallahAP 
@PhysicswallahA 
#PhysicsWallah"
2597,2022-10-08 14:11:02+00:00,SamanthShakthi,Conventional Education System pursued in India is an assault on Individuality of the Learner eg:#BYJUSSCAM #Unacademy #Allen #Aakash #Vedantu #FIITJEE #PhysicsWallah
2598,2022-10-07 11:30:30+00:00,MoneycontrolH,"#PhysicsWallah के सीईओ अलख पांडे का इंस्टाग्राम अकाउंट ब्लॉक, जानिए क्यों हुई कार्रवाई
@PhysicswallahAP @instagram 

#AlakhPandey #edtech #instagram #socialmedia #NewsUpdates #moneycontrol

https://t.co/9e1TdWZu5t"
2599,2022-10-07 09:26:12+00:00,s_afreen7,"एक उमर की मदद से एक कार्तिक ने नीट की तैयारी की और क्वालफाइ भी किया!!
चाहे जितना भी लोगों केे बीच नफरत फैला दिया जाए, उस बीच एक उमर और एक कार्तिक जैसे लोग भी ज़रूर मिलेंगे जो एक दूसरे की मदद करते देखेंगे!!
#Yakeen #NEET #brotherhood #PhysicsWallah
 https://t.co/y8B7ANj5St https://t.co/l6GOBtzLLq"
2600,2022-10-07 09:20:35+00:00,moneycontrolcom,"The Instagram account of Alakh Pandey has been blocked on charges of impersonation which the co-founder and CEO of PhysicsWallah says are bogus. 

Read more about it 👇
https://t.co/NRsmQoDDvr

by Sanya Jain | #Instagram #AlakhPandey #PhysicsWallah"
2601,2022-10-07 03:08:18+00:00,Rabindra_321,"How's ur day going?? 

#neet
#PhysicsWallah 
#neet2023"
2602,2022-10-06 09:36:04+00:00,mishrahemant328,"Tried to recreate the thumbnail of one of the videos of physics wallah youtube channel, hope you like it @PhysicswallahAP sir.
.
.
.
.
.
.
.
#Physicswallah #Alakhpandey #CAWallah #REVOLUTION https://t.co/yAff8FCaYU"
2603,2022-10-06 05:58:58+00:00,AmanSami18,"कृपया ऐसे फ्रॉड कॉल पर भरोसा n kare 

Sirf physics walllah ke app per bhrosa kare

#physicswallah
#alakpandy 
#Physics"
2604,2022-10-05 13:53:12+00:00,sheelganvir,"Enroll now on RAAHI Mentorship Program
➡ JEE Mentorship
Click the link below ⬇⬇
https://t.co/Wkkn8BvseU

#JEE #jeemains #Raahi #physicswallah
#PW #PWians #Mentorship #mentoring
@physics__wallah @PhysicswallahAP
#education #Trust #Engineers https://t.co/u7YzOPGB00"
2605,2022-10-04 15:18:54+00:00,om_bhatnagar23,"I think PhysicsWallah is now doing a lot of diversification in it's product/service/coaching.

(I mean various courses).

Will it benefit them ? 
Time will tell !  
#PhysicsWallah"
2606,2022-10-04 12:58:33+00:00,Ayush_jhaa28,"GandhiJi wala Note or MSM sir ka Note dono hi bhot Importance rakhte hain..!!🫡
#PhysicsWallah #msmbaba #jbk"
2607,2022-10-04 12:45:34+00:00,Abhishe48576724,"Boycott Instagram, bcz they block our legend our hero alakh sir account without any reason.
#PhysicsWallah #NEET #NEETUG #boycottinstagram"
2608,2022-10-04 12:18:37+00:00,giri_kamla,"Kuch der ki khamoshi hai bhaiya 
Adv. Kamla Giri 
#PhysicsWallah #Physics #aspirent https://t.co/HhKqgqzXBL"
2609,2022-10-04 11:04:47+00:00,nameisbaala,#PhysicsWallah
2610,2022-10-04 05:16:23+00:00,engineers_hub,"https://t.co/WNmU7VeDDB
Are you Ready???
Ab honge Numericals start, Don’t miss class at 6:30 pm.
Hit the like button rey baba….if you are coming LIVE
#Thermodynamics #Mechanical_Engineering #GATE_WALLAH #PhysicsWallah #Mechanical_EngineeringGATE #GATE #Engineering #Mechanical"
2611,2022-10-03 22:49:20+00:00,SufalK,"INTERFERENCE &amp; Their Pattern….
.
.
.
.
.
.
.
.
.
.
#physics #sufalphysicsforum #physicswallah #physicsfacts #physicsmemes #jee #jeemains #jeeadvanced #jeemain #neet #neetaspirants #neetcoaching #neetphysics #jeephysics https://t.co/DJmizQ3BZ0"
2612,2022-10-03 11:39:53+00:00,NaveenBeniwal45,"@PhysicswallahAP @instagram @facebook He is real Physics Wallah founder 
alakh Sir . @instagram @facebook @PhysicswallahAP #PhysicsWallah"
2613,2022-10-03 01:24:32+00:00,AhmadFa02101345,Comprehensive Lecture on Auger Electron Spectroscopy https://t.co/5JZaB9DKqv #Nano #NanoNetwork #nanocube #chemistry #chemist #physic #PhysicsWallah #material
2614,2022-10-02 17:28:26+00:00,suvigya058,"🥳 🥳🎉🎉Happiest Birthday To our respected Alakh Sir...🎂🎂🎂🎈🎈May God bless u with everything u want in ur life...🎉🎉🎁🎁🎈🎈🙏
#Physics #PhysicsWallah #PW #alakhpandey @PhysicswallahAP https://t.co/gvlxxldnd3"
2615,2022-10-02 15:02:03+00:00,KaustubhRaut_,"Today accidentally met @PhysicswallahAP sir...
From watching his youtube videos to saw him standing in front of you is just a feeling cannot be describe in words.
#PhysicsWallah #alakhpandey https://t.co/uL9Ba77vX5"
2616,2022-10-02 10:51:05+00:00,anne_navya,"Happy birthday sir 🎂🎂🎂
.....
. #PhysicsWallah #alakhpandey @PhysicswallahAP https://t.co/9NfDSJ5zsW"
2617,2022-10-02 09:02:57+00:00,StudyHack2,"#physicswallah
@physics__wallah @alakhpandey70 
@EduMinOfIndia 

Hello sir I purchased physics wallah batch for jee before 4 month ago and syllabus doesn't completed....and suddenly my batch not showing on my account I'll try to contact your support team but unable (help)"
2618,2022-10-02 08:51:07+00:00,SonofLordVishnu,"Happy birthday 🎂🎂🎉🎉 Alakh Pandey sir ❣️🥺@PhysicswallahAP. Can't imagine my life without u 😭😭. You r as necessary as water , air, medicine &amp; home for me #physicswallah"
2619,2022-10-02 07:49:15+00:00,abr_karan,#physicswallah https://t.co/uTehYgz6qy
2620,2022-10-02 07:01:14+00:00,spacelancee,"हमारे प्यारे , सबके दुलारे @PhysicswallahAP सर को जन्मदिन की ढेर सारी बधाई।।
आप बच्चों के साथ , बच्चे आपके साथ , TOO MUCH FUN 🎉
#PhysicsWallah #AlakhPandey #HappyBirthday #PW_OP 🙏🙏🙏 https://t.co/IUw0xbQ6dp"
2621,2022-10-02 06:48:45+00:00,neel_shet2007,"Happy Birthday @PhysicswallahAP 
You are truly Amazing, continue to inspire plenty of people. we love and support you.
#alakhpandey
#PhysicsWallah"
2622,2022-10-02 06:23:56+00:00,baidul_hoque,#PhysicsWallah
2623,2022-10-02 05:31:15+00:00,694Mittalsahab,"Happy Birthday to ""The alakh Pandey"" sir many many returns of the day #love of millions of students. @PhysicswallahAP #alakhpandey #PhysicsWallah 🥂"
2624,2022-10-02 05:30:54+00:00,JOYDIPMANDAL04,"Happy Birthday Alakh Sir 🎂🙏❤🙏. PW is an emotion ❣.
@PhysicswallahAP 
#PhysicsWallah https://t.co/6oS0iq9b7H"
2625,2022-10-02 05:16:25+00:00,AbhiRaj53725173,"@PhysicswallahAP Namste Sir .
Sir mae CAT ki taiyari krna chahta hu .
Lekin online coaching fee ek institut hai jo ₹50000 charg kr rhe hai ,jo ki mae nhi pay kr sakta hu to please aap CAT ke liye apna yogadan kriye sir bahut kripa hogi aapki .
#PhysicsWallah .
#alakhpandey 🙏"
2626,2022-10-01 23:40:22+00:00,vatanmalik45,"Happy birthday to the power house of millions of students , happy birthday to the king of revolutions, happy birthday to the most beloved teacher of india yeah you guess the right happy birthday to @PhysicswallahAP sir . #alakhpandey #PhysicsWallah"
2627,2022-10-01 21:57:12+00:00,iiamanyadav,"An Inspiration, a guide, the candle for millions of lives. Literally, i take pride for having a teacher like you! 

Happy Birthday @PhysicswallahAP Sir ❤
Love you x30000000..........!
#physicswallah
#alakhpandey 
#PhysicwallahAP"
2628,2022-10-01 21:04:54+00:00,AbdusSa33802621,"HAPPY BIRTHDAY DEAR ALAKH SIR @PhysicswallahAP 
You are a inspiration to me and a lot more children! The way you came and revolutionized the whole Education system is phenomenal. You are the best! LOVE YOU SIR🙏❤️❤️ #PhysicsWallah #AlakhPanday #HappyBirthday"
2629,2022-10-01 09:55:35+00:00,thesksamim,"bohot irony horahi idhar. They say when you become a Brand you tend to play unethical tactic. Investor pressures and they are trying to create FOMO amongst 11-12th kids. Typical ""Indian Tech Startup"" trying to solve a problem that isn't there in the first place
#physicswallah https://t.co/L9MnRGva04"
2630,2022-10-01 09:43:49+00:00,CNNnews18,"#IndianOfTheYear | They built India's 101st Unicorn, from what began as a YouTube channel called #Physicswallah. Profitable since day 1, they've never reported any layoffs... Alakh Pandey &amp; Prateek Maheshwari

Vote now: https://t.co/KyGS9fEAiK https://t.co/ZakSa5DaiV"
2631,2022-10-01 06:01:40+00:00,_yours_himanshu,"Our main course in #college is going to start from #October onwards,So it's pretty good that @PhysicswallahAP had launched its #Collegewallah yt channel for the students like me who wanted to learn coding. 
Let's see when #Physicswallah is going to launch its 1st coding session!"
2632,2022-10-01 05:12:51+00:00,PrabhatExam,"UPSC Wallah : अब Physics Wallah बनेंगे UPSC Wala || UPSC New Batch Commi... https://t.co/3JC4kmgKo1 via @YouTube 
#prabhatexam #prabhatexamupsc #upsc #upsc2023 #prabhatprakashan #prabhatupsc #competitiobook #defencebook #armybook #physicswallah #alakpanday"
2633,2022-10-01 02:41:48+00:00,Akashar04,"Omg 😱👋👋🙏.. physics wala..
College wala woow 😍🤩..let see what happens next
@PhysicswallahAP 
#collegewallah
#Physicswallah 
#Coding 
#codinglife
#Html
#skills https://t.co/L0xW3oW99F"
2634,2022-09-30 17:39:29+00:00,imohduzair1914,I couldn't open the Umeed batch on the website of PW on any of my devices.Fix this issue asap!! @PhysicswallahAP please look into this. https://t.co/uppRQVSrFB #PW #PhysicsWallah https://t.co/WUJgobd8jN
2635,2022-09-30 17:20:37+00:00,digital_yodha,"Fake Celebrity Culture I #shorts I Physics Wallah

#shorts #physicswallah #alakhpandey #rajwantsirphysics  #buisness #pratikmaheshwari #nevergiveup #entrepreneurship #startup #inspiration #lifepw_motivation #pwians  #google #inspiration #iit #jeemotivation #neetmotivation #neet https://t.co/kYryOn0Dqh"
2636,2022-09-30 16:32:06+00:00,RohitYa18771664,"After reading this 
Le my mind -: 1 din main kitne ghante hote hai #unacademy #physicswallah 
#motivation #alakhpandey #education #MEMEKBASAH #sarkarinaukri #Kota #BPSC67thPrelims #Adipurush https://t.co/T5tGMkasCk"
2637,2022-09-30 14:23:59+00:00,TheGeekyB0y,"Now that is gonna be a big revolution for coding enthusiasts in India.

Physicswallah now coming up with another wonderful channel especially for coding :
https://t.co/HOIKuWMo4g

Super excited how it will turn out to be in future.

#physicswallah https://t.co/l6RAg955ZS"
2638,2022-09-30 11:12:10+00:00,engineers_hub,"Know Everything about Mechanical Engineering GATE 2023 FREE CRASH COURSE
Today LIVE @10:30 pm
https://t.co/Avd0ctudkt

#negisir #NEGI10 NEGIsir #negisoldiers #GATE_WALLAH #PhysicsWallah #XE_GATE #GATE #Engineering #GATE2023 #GATEExam #GATEExamPreparation #GATEExam2023"
2639,2022-09-30 10:28:28+00:00,engineers_hub,"Know Everything About GATE - XE from AIR 1 (XE)
Today LIVE @ 7:00 PM 
 https://t.co/XBFPmMZXqc

#negisir #NEGI10 NEGIsir #negisoldiers #GATE_WALLAH #PhysicsWallah #XE_GATE #GATE #Engineering #GATE2023 #GATEExam #GATEExamPreparation #GATEExam2023"
2640,2022-09-30 08:39:16+00:00,Rakesh_C_Patel,"I've already raised this query on PW portal (app) and to your support team but there's no response from them.  
#PhysicsWallah #AlakhPandey"
2641,2022-09-30 04:55:45+00:00,FrankInfamous,"@PhysicswallahAP …sir,why physics wallah app is not available in ios 
#physicswallah #pwnotavailableinios @physics__wallah"
2642,2022-09-30 04:27:52+00:00,SachinY84802905,#PhysicsWallah.. Struggle is necessary in life https://t.co/3ZU5Keohnx
2643,2022-09-29 13:01:14+00:00,physics__wallah,"1 Out Of 6 Students 👇
Shortlisted For The SSB Interview Is A PWian! 

NDA mein selection hone ka agar aapka bhi sapna hai toh aaj hi join karo New SHAURYA batch!
#physicswallah https://t.co/1uFQn2AgFm"
2644,2022-09-29 09:30:00+00:00,physics__wallah,"Apka Button kya h? Tell us in the comments Below
#Physicswallah #alakhpanday https://t.co/e7p75tyx2X"
2645,2022-09-29 00:24:57+00:00,jasonclarkeltd,"Very Large Late Victorian Wimshurst Machine with Four Leyden Jars https://t.co/El65Vlk4ft 
#wimshurst #Physics #PhysicsWallah #electricity #scientificantiques #sciencetwitter #scientific #victorian #highvoltage #antiques"
2646,2022-09-28 21:09:45+00:00,saurabh__137,#Sad #Truth #life #love #PhysicsWallah #motivation ❤️🎯🥹 https://t.co/9A581OAEl2
2647,2022-09-28 18:00:35+00:00,sheelganvir,"Book your seat now on RAAHI
JEE Mentorship ⬇⬇
https://t.co/Wkkn8BepcU

#JEE #jeemains #Raahi #physicswallah
#PW #PWians #Mentorship #mentoring
@physics__wallah @PhysicswallahAP
#education #Trust #Engineers https://t.co/XC1OF3QfRh"
2648,2022-09-28 16:35:50+00:00,SwarnMr,👍 on @YouTube: Physics Wallah Coaching का Fee कितना हैं? #shorts #physicswallah https://t.co/nBgYaEyaM7
2649,2022-09-28 15:13:42+00:00,startupstorym,"#PhysicsWallah enters PG test prep race with #GATEWallah

https://t.co/sJ2MhUhIPH"
2650,2022-09-28 11:02:26+00:00,ParthSarthiEdu,"Why #PhysicsWallah #Acquihired this #startup | Startup Series | Hindi | Parth Sarthi #shorts
.
Watch Full Video on YouTube
.
https://t.co/yLtQbJz8Cg
.
#ParthSarthi #motivation #entrepreneur #Inspiration #successquotes #startup #motivation #business #news #Trending #Viral #edtech https://t.co/CcF4z06blV"
2651,2022-09-28 10:46:17+00:00,vccircle,"#PhysicsWallah Enters PG Test Prep Race With GATE | #VentureCapital
https://t.co/FjCNif4lq4"
2652,2022-09-27 14:37:31+00:00,MiskiFans,#PhysicsWallah very soon are foraying into CAT/CDS/SSC/CA Segments and recruiting educators..interested one can DM me will share the Form..
2653,2022-09-27 07:18:48+00:00,saketinstitute_,"Newton's Law 6 Physics Class
https://t.co/jvlMmD7CE8

#saketinstitute #newtonslaw #lawofmotion #neetphysics #neet2023 #neetclasses #physicswallah https://t.co/HWY0nwYsGS"
2654,2022-09-27 05:18:18+00:00,NoticeperiodCom,"Physics wallah is hiring!

https://t.co/1Kq6LuYc4K

Join our Telegram for more job updates:- https://t.co/IE7qhimhty

#physicswallah #alakhpandey
#Hiring #datasciencejobs #DataAnalytics #Python #pythonprogramming #jobshiring #JITforjobs  #Jobs https://t.co/J2y9ChA6lx"
